
Index    Rcvd     Predict   Expect
129         0     2231      2059
130      1915     1915      1915
131      2123     2123      2123
132      1859     1859      1859
133      2231     2231      2231
134      1883     1883      1883
135         0     2016      1999
136         0     2149      2195
137         0     2282      2415
138         0     2415      2507
139      2547     2547      2547
140         0     2163      1919
141      1779     1779      1779
142         0     1917      2139
143         0     2055      2195
144         0     2193      2291
145      2331     2331      2331
146         0     1967      2048
147      1603     1603      1603
148         0     1979      2095
149         0     2355      2667
150      2731     2731      2731
151         0     2556      2459
152         0     2381      2159
153         0     2206      2111
154      2031     2031      2031
155         0     2189      2235
156      2347     2347      2347
157         0     1953      1871
158      1559     1559      1559
159         0     1918      1851
160         0     2277      2631
161      2635     2635      2635
162         0     2460      2619
163         0     2285      2335
164      2111     2111      2111
165         0     2145      2175
166      2179     2179      2179
167         0     2141      2111
168      2103     2103      2103
169      2239     2239      2239
170         0     1993      1791
171      1747     1747      1747
172         0     2027      2163
173         0     2307      2563
174      2587     2587      2587
175         0     2359      2575
176         0     2131      1963
177      1903     1903      1903
178         0     2005      2007
179         0     2107      2035
180         0     2209      2191
181      2311     2311      2311
182      1823     1823      1823
183         0     2139      2259
184         0     2455      2643
185      2771     2771      2771
186         0     2495      2435
187      2219     2219      2219
188      2251     2251      2251
189      2051     2051      2051
190      2239     2239      2239
191         0     2089      1991
192      1939     1939      1939
193         0     2100      1999
194         0     2261      2343
195         0     2422      2571
196      2583     2583      2583
197         0     2392      2367
198         0     2201      2183
199      2011     2011      2011
200         0     2153      2151
201      2295     2295      2295
202         0     2161      2251
203      2027     2027      2027
204         0     2369      2455
205      2711     2711      2711
206         0     2484      2631
207         0     2257      2499
208         0     2030      2323
209      1803     1803      1803
210         0     2047      1915
211      2291     2291      2291
212      2247     2247      2247
213         0     2313      2307
214      2379     2379      2379
215         0     2227      2355
216         0     2075      1967
217      1923     1923      1923
218         0     2182      2347
219         0     2441      2495
220      2699     2699      2699
221         0     2543      2503
222      2387     2387      2387
223      2571     2571      2571
224         0     2337      2259
225      2103     2103      2103
226      2259     2259      2259
227      2063     2063      2063
228         0     2231      2135
229         0     2399      2211
230         0     2567      2235
231      2735     2735      2735
232         0     2576      2419
233         0     2417      2227
234         0     2258      2123
235      2099     2099      2099
236         0     2243      2255
237      2387     2387      2387
238         0     2172      2287
239         0     1957      2243
240         0     1742      2087
241      1527     1527      1527
242         0     2145      2435
243      2763     2763      2763
244         0     2355      2275
245      1947     1947      1947
246      1963     1963      1963
247      1927     1927      1927
248         0     2115      2219
249      2303     2303      2303
250      1835     1835      1835
251         0     2307      2346
252      2779     2779      2779
253         0     2393      2623
254         0     2008      2127
255      1623     1623      1623
256         0     1981      1971
257      2339     2339      2339
258      2139     2139      2139
259         0     2318      2179
260         0     2497      2415
261      2675     2675      2675
262         0     2525      2587
263         0     2375      2219
264         0     2225      2011
265         0     2076      1991
266      1927     1927      1927
267         0     2045      1955
268         0     2162      2267
269      2279     2279      2279
270         0     2097      2243
271      1915     1915      1915
272      2831     2831      2831
273         0     2590      2667
274         0     2349      2383
275         0     2108      2083
276      1867     1867      1867
277         0     1974      2175
278         0     2081      2219
279         0     2188      2279
280      2295     2295      2295
281         0     1963      2067
282      1631     1631      1631
283         0     2009      1903
284         0     2386      2427
285      2763     2763      2763
286         0     2679      2675
287         0     2595      2411
288         0     2511      2351
289         0     2427      2303
290         0     2343      2287
291      2259     2259      2259
292      2263     2263      2263
293      2099     2099      2099
294         0     2318      2183
295         0     2537      2579
296      2755     2755      2755
297         0     2612      2603
298         0     2469      2491
299      2327     2327      2327
300         0     2373      2339
301         0     2418      2435
302      2463     2463      2463
303         0     2332      2283
304         0     2201      2079
305      2071     2071      2071
306         0     2191      2331
307         0     2311      2415
308         0     2431      2479
309      2551     2551      2551
310      2439     2439      2439
311      2527     2527      2527
312         0     2429      2383
313         0     2332      2251
314      2235     2235      2235
315         0     2281      2291
316      2327     2327      2327
317         0     2201      2175
318      2075     2075      2075
319         0     2180      2259
320         0     2285      2399
321         0     2390      2451
322         0     2495      2511
323      2599     2599      2599
324         0     2231      2495
325         0     1863      1711
326      1495     1495      1495
327      2087     2087      2087
328      2051     2051      2051
329      2083     2083      2083
330      1707     1707      1707
331         0     1855      1855
332         0     2002      2163
333         0     2149      2363
334         0     2296      2387
335      2443     2443      2443
336         0     1933      1967
337      1423     1423      1423
338         0     1895      1959
339      2367     2367      2367
340         0     2048      2243
341         0     1729      2223
342         0     1410      1787
343      1091     1091      1091
344         0     1425      1907
345         0     1759      2263
346         0     2093      2507
347         0     2426      2519
348      2759     2759      2759
349      1059     1059      1059
350         0     1574      1319
351         0     2089      2531
352      2603     2603      2603
353         0     2237      2351
354         0     1872      2019
355      1507     1507      1507
356         0     2005      1971
357      2503     2503      2503
358         0     1991      1795
359      1479     1479      1479
360         0     1939      1919
361      2399     2399      2399
362         0     2144      1995
363         0     1889      1883
364      1635     1635      1635
365         0     1875      1671
366         0     2115      2303
367         0     2355      2543
368      2595     2595      2595
369         0     2088      2471
370         0     1581      1715
371      1075     1075      1075
372         0     1471      1302
373      1867     1867      1867
374         0     1781      1795
375      1695     1695      1695
376      1763     1763      1763
377      1550     1550      1550
378         0     1947      2323
379      2343     2343      2343
380         0     1839      2287
381      1335     1335      1335
382         0     1757      1935
383      2179     2179      2179
384         0     1839      1911
385      1499     1499      1499
386         0     1793      1807
387         0     2087      2011
388         0     2381      2619
389      2675     2675      2675
390         0     2257      2635
391         0     1840      2003
392      1423     1423      1423
393         0     1791      1871
394      2159     2159      2159
395         0     1893      1975
396      1627     1627      1627
397         0     1953      1971
398         0     2278      2423
399      2603     2603      2603
400         0     2055      2515
401      1507     1507      1507
402         0     1659      1823
403         0     1811      1907
404         0     1963      2071
405      2115     2115      2115
406         0     1723      2075
407      1331     1331      1331
408         0     1778      1555
409         0     2225      2083
410      2671     2671      2671
411         0     2423      2331
412      2175     2175      2175
413      2343     2343      2343
414         0     1810      2115
415      1278     1278      1278
416         0     1731      1891
417         0     2183      2391
418      2635     2635      2635
419         0     2314      2603
420         0     1993      2471
421         0     1672      1699
422      1351     1351      1351
423         0     1861      2251
424      2371     2371      2371
425      2299     2299      2299
426      2351     2351      2351
427         0     2228      2311
428         0     2105      2015
429      1983     1983      1983
430      2371     2371      2371
431         0     1926      2307
432      1482     1482      1482
433         0     2081      2199
434      2679     2679      2679
435         0     2329      2583
436         0     1980      1967
437      1631     1631      1631
438         0     1817      1719
439         0     2002      2099
440      2187     2187      2187
441         0     2000      2007
442         0     1813      1947
443      1626     1626      1626
444         0     1887      1771
445         0     2147      2135
446         0     2407      2583
447      2667     2667      2667
448         0     2281      2183
449         0     1896      1543
450      1511     1511      1511
451         0     1883      1699
452      2255     2255      2255
453         0     1927      2151
454      1599     1599      1599
455         0     1867      1951
456         0     2135      2483
457         0     2403      2531
458      2671     2671      2671
459         0     2179      2567
460         0     1687      1471
461      1195     1195      1195
462         0     1851      2407
463      2507     2507      2507
464         0     2259      2427
465         0     2011      2015
466      1763     1763      1763
467         0     2098      2303
468         0     2433      2519
469      2767     2767      2767
470         0     2300      2475
471         0     1833      1463
472      1367     1367      1367
473         0     1718      1975
474         0     2069      2319
475      2419     2419      2419
476         0     1793      2351
477      1167     1167      1167
478         0     1646      1935
479         0     2125      2467
480      2603     2603      2603
481         0     1845      2455
482      1087     1087      1087
483         0     1713      1635
484      2339     2339      2339
485         0     2023      2295
486         0     1707      1919
487      1391     1391      1391
488         0     1803      2255
489         0     2215      2419
490      2627     2627      2627
491         0     2134      2555
492         0     1642      1803
493      1150     1150      1150
494         0     1399      1323
495         0     1647      1915
496         0     1895      2183
497         0     2143      2303
498      2391     2391      2391
499         0     1754      1651
500      1118     1118      1118
501         0     1624      1671
502         0     2130      2407
503      2635     2635      2635
504         0     2229      2615
505         0     1824      1591
506      1419     1419      1419
507         0     1745      1611
508         0     2070      2035
509      2395     2395      2395
510         0     1867      2031
511      1339     1339      1339
512         0     1695      1967
513         0     2051      2307
514         0     2407      2579
515      2763     2763      2763
516         0     2307      2199
517         0     1851      1679
518      1395     1395      1395
519         0     1596      1855
520         0     1797      2103
521         0     1998      2171
522      2199     2199      2199
523         0     2031      1951
524      1863     1863      1863
525         0     2060      2383
526         0     2257      2399
527         0     2454      2615
528      2651     2651      2651
529      1715     1715      1715
530         0     1899      1755
531         0     2083      2007
532      2267     2267      2267
533         0     1937      2111
534         0     1608      1419
535      1279     1279      1279
536      2579     2579      2579
537         0     2349      2435
538      2119     2119      2119
539      2251     2251      2251
540         0     1849      2119
541      1447     1447      1447
542         0     2039      1763
543      2631     2631      2631
544         0     2386      2583
545         0     2141      2263
546         0     1896      1959
547      1651     1651      1651
548      2227     2227      2227
549         0     1865      2207
550      1503     1503      1503
551         0     1859      1779
552         0     2215      2343
553      2571     2571      2571
554         0     2264      2419
555         0     1957      1919
556      1651     1651      1651
557         0     1849      1707
558         0     2046      2083
559      2243     2243      2243
560         0     2079      2115
561         0     1915      1979
562      1751     1751      1751
563         0     1966      1755
564         0     2181      2063
565         0     2396      2291
566      2611     2611      2611
567      2611     2611      2611
568         0     2131      1959
569      1651     1651      1651
570         0     1883      1687
571         0     2115      2251
572      2347     2347      2347
573      1199     1199      1199
574         0     1489      1787
575         0     1779      1855
576         0     2069      2411
577         0     2358      2507
578      2647     2647      2647
579         0     2375      2515
580         0     2103      2271
581         0     1831      1591
582      1559     1559      1559
583         0     1842      1923
584         0     2125      2267
585      2407     2407      2407
586         0     1951      1795
587      1495     1495      1495
588         0     1889      2355
589         0     2282      2599
590      2675     2675      2675
591         0     1970      1591
592      1266     1266      1266
593      2171     2171      2171
594      2131     2131      2131
595      2259     2259      2259
596      1186     1186      1186
597         0     1741      2171
598         0     2296      2427
599      2851     2851      2851
600         0     2553      2831
601         0     2256      2019
602      1959     1959      1959
603      2235     2235      2235
604         0     2053      2231
605         0     1872      2048
606      1691     1691      1691
607         0     2011      2227
608         0     2331      2543
609      2651     2651      2651
610         0     2093      2351
611      1535     1535      1535
612         0     1807      1639
613         0     2079      2167
614      2351     2351      2351
615         0     1975      2087
616      1599     1599      1599
617         0     1897      2251
618         0     2194      2455
619      2491     2491      2491
620         0     2109      2379
621      1727     1727      1727
622         0     1947      2087
623      2167     2167      2167
624         0     2033      2151
625         0     1899      2127
626         0     1765      1759
627      1631     1631      1631
628         0     2141      2339
629      2651     2651      2651
630         0     2337      2607
631         0     2024      2059
632      1711     1711      1711
633         0     1921      1731
634         0     2130      2007
635      2339     2339      2339
636      1671     1671      1671
637         0     1880      1739
638         0     2089      2175
639         0     2298      2483
640      2507     2507      2507
641         0     2425      2475
642      2343     2343      2343
643      2407     2407      2407
644         0     2265      2327
645      2123     2123      2123
646      2139     2139      2139
647         0     1957      1947
648      1775     1775      1775
649         0     2363      2619
650      2951     2951      2951
651         0     2519      2231
652         0     2087      1991
653      1655     1655      1655
654         0     1929      2059
655      2203     2203      2203
656      2203     2203      2203
657      2307     2307      2307
658      1179     1179      1179
659         0     1677      1955
660         0     2174      2327
661      2671     2671      2671
662         0     2305      2307
663         0     1940      1631
664      1575     1575      1575
665         0     1769      1803
666         0     1962      2139
667      2155     2155      2155
668         0     1972      2087
669         0     1789      1703
670      1607     1607      1607
671         0     1973      1703
672         0     2338      2359
673      2703     2703      2703
674         0     2324      2383
675         0     1945      1831
676      1567     1567      1567
677      2235     2235      2235
678      2119     2119      2119
679      2179     2179      2179
680      1391     1391      1391
681         0     1709      1635
682         0     2027      2259
683         0     2345      2611
684      2663     2663      2663
685         0     2344      2327
686         0     2025      1971
687      1707     1707      1707
688         0     1878      1819
689      2049     2049      2049
690         0     1911      2015
691         0     1773      1971
692         0     1636      1719
693      1499     1499      1499
694         0     2067      2235
695      2635     2635      2635
696         0     2249      2551
697         0     1863      2019
698         0     1477      1555
699      1091     1091      1091
700         0     1543      1923
701         0     1995      2227
702      2447     2447      2447
703         0     1830      2427
704      1214     1214      1214
705         0     1675      1895
706         0     2135      2451
707      2595     2595      2595
708         0     2157      2095
709      1719     1719      1719
710         0     2081      1899
711      2443     2443      2443
712         0     1911      1883
713      1379     1379      1379
714         0     1795      1811
715         0     2211      2379
716      2627     2627      2627
717         0     2297      2455
718         0     1968      1947
719      1639     1639      1639
720         0     1913      2147
721      2187     2187      2187
722         0     1933      1907
723         0     1680      1603
724      1427     1427      1427
725         0     2009      2571
726      2591     2591      2591
727         0     2041      1791
728      1491     1491      1491
729         0     1877      2191
730      2263     2263      2263
731         0     1642      2175
732      1022     1022      1022
733         0     1581      2295
734         0     2140      2671
735      2699     2699      2699
736      2151     2151      2151
737      2219     2219      2219
738         0     1869      1987
739      1519     1519      1519
740         0     1882      1895
741         0     2245      2243
742      2607     2607      2607
743         0     2153      2507
744      1699     1699      1699
745      2283     2283      2283
746      2283     2283      2283
747         0     2321      2343
748         0     2358      2355
749      2395     2395      2395
750         0     2216      2351
751         0     2037      2263
752      1859     1859      1859
753      1859     1859      1859
754         0     2030      2119
755         0     2201      2283
756         0     2372      2451
757      2543     2543      2543
758         0     2403      2387
759      2263     2263      2263
760      2335     2335      2335
761         0     2259      2259
762         0     2183      2203
763         0     2107      2039
764      2031     2031      2031
765         0     2155      2163
766         0     2279      2395
767      2403     2403      2403
768         0     2261      2095
769         0     2120      1995
770      1979     1979      1979
771      2431     2431      2431
772         0     2217      2203
773      2003     2003      2003
774         0     2099      2123
775         0     2195      2287
776      2291     2291      2291
777      1635     1635      1635
778         0     1989      2147
779         0     2342      2471
780      2695     2695      2695
781         0     2289      2555
782      1883     1883      1883
783         0     2143      1995
784      2403     2403      2403
785      1923     1923      1923
786      2571     2571      2571
787         0     2266      2499
788         0     1961      2455
789         0     1656      1871
790      1351     1351      1351
791         0     1695      2151
792         0     2039      2267
793      2383     2383      2383
794         0     1893      2183
795      1403     1403      1403
796         0     1794      1975
797         0     2185      2347
798      2575     2575      2575
799         0     2211      2435
800      1847     1847      1847
801         0     2010      2023
802         0     2173      2035
803      2335     2335      2335
804         0     1937      1547
805      1539     1539      1539
806         0     2091      2419
807      2643     2643      2643
808         0     2379      2295
809         0     2115      1943
810      1851     1851      1851
811         0     2041      2095
812         0     2230      2259
813      2419     2419      2419
814         0     1973      1943
815      1527     1527      1527
816         0     1959      2227
817         0     2391      2611
818      2823     2823      2823
819         0     2201      1915
820      1579     1579      1579
821         0     1837      2111
822         0     2094      2239
823      2351     2351      2351
824         0     1952      1847
825      1554     1554      1554
826         0     1964      1955
827         0     2374      2567
828      2783     2783      2783
829         0     2409      2679
830         0     2036      1995
831      1663     1663      1663
832         0     1923      1771
833         0     2183      2371
834      2443     2443      2443
835      1482     1482      1482
836         0     2091      2011
837      2699     2699      2699
838         0     2093      2571
839      1487     1487      1487
840         0     1771      1843
841         0     2055      2155
842      2339     2339      2339
843         0     1887      1447
844      1435     1435      1435
845         0     1673      2151
846         0     1911      2311
847         0     2149      2351
848      2387     2387      2387
849         0     2239      2311
850         0     2091      2247
851         0     1943      1971
852      1795     1795      1795
853         0     1986      2048
854         0     2177      2167
855         0     2368      2395
856      2559     2559      2559
857         0     2285      2035
858      2011     2011      2011
859         0     2185      2163
860         0     2358      2363
861      2531     2531      2531
862         0     2179      2379
863      1827     1827      1827
864         0     2137      2275
865      2447     2447      2447
866         0     2295      2167
867         0     2143      2027
868      1991     1991      1991
869         0     2275      2251
870      2559     2559      2559
871         0     2243      2507
872      1927     1927      1927
873         0     2041      1983
874         0     2155      1991
875         0     2269      2299
876      2383     2383      2383
877         0     2169      2055
878      1955     1955      1955
879      2679     2679      2679
880         0     2415      2563
881         0     2151      1935
882      1887     1887      1887
883         0     2014      1895
884         0     2141      2219
885      2267     2267      2267
886         0     2029      2227
887         0     1792      2059
888      1555     1555      1555
889         0     2135      2511
890      2715     2715      2715
891         0     2365      2451
892         0     2016      1731
893      1667     1667      1667
894         0     1895      2131
895         0     2123      2143
896      2351     2351      2351
897         0     2112      2343
898         0     1873      1831
899      1635     1635      1635
900         0     2119      2519
901      2603     2603      2603
902         0     2352      2527
903         0     2101      1923
904      1851     1851      1851
905         0     2015      1939
906         0     2179      2143
907      2343     2343      2343
908      2083     2083      2083
909         0     2246      2203
910         0     2409      2515
911      2571     2571      2571
912         0     2159      1823
913      1747     1747      1747
914         0     1897      2071
915         0     2047      2099
916         0     2197      2187
917      2347     2347      2347
918         0     2001      1859
919      1655     1655      1655
920         0     2009      2131
921      2363     2363      2363
922      1931     1931      1931
923         0     2091      2103
924         0     2251      2167
925      2411     2411      2411
926         0     2185      2059
927      1959     1959      1959
928         0     2177      2183
929         0     2394      2551
930      2611     2611      2611
931      1847     1847      1847
932         0     2099      2131
933      2351     2351      2351
934         0     2231      2303
935         0     2111      2007
936      1991     1991      1991
937         0     2167      2439
938         0     2343      2499
939      2519     2519      2519
940      1867     1867      1867
941         0     2037      1871
942         0     2206      2339
943      2375     2375      2375
944         0     2167      2263
945         0     1959      2143
946      1751     1751      1751
947         0     2053      2179
948      2355     2355      2355
949         0     2332      2327
950         0     2309      2311
951      2287     2287      2287
952         0     2333      2355
953      2379     2379      2379
954         0     2219      2291
955      2059     2059      2059
956         0     2227      2067
957         0     2395      2467
958      2563     2563      2563
959         0     2416      2459
960         0     2269      2167
961      2123     2123      2123
962         0     2329      2239
963      2535     2535      2535
964         0     2281      2035
965      2027     2027      2027
966         0     2145      2135
967         0     2262      2291
968      2379     2379      2379
969      2167     2167      2167
970         0     2297      2183
971         0     2426      2383
972      2555     2555      2555
973         0     2299      2331
974      2043     2043      2043
975         0     2139      2183
976         0     2235      2311
977      2331     2331      2331
978      1895     1895      1895
979         0     2153      2195
980         0     2410      2535
981      2667     2667      2667
982         0     2315      2327
983      1963     1963      1963
984      2067     2067      2067
985         0     2045      2039
986      2023     2023      2023
987         0     2230      2147
988         0     2437      2251
989      2643     2643      2643
990         0     2259      2603
991      1875     1875      1875
992         0     2097      2099
993      2319     2319      2319
994      2139     2139      2139
995         0     2427      2251
996      2715     2715      2715
997         0     2463      2383
998      2211     2211      2211
999      1995     1995      1995
Priority Packets Received 125.
non-Priority Packets Received 0.
Total packets received 125.
